,ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
828,238304_at,0.0704,0.00107,-4.741126,-0.586885,-1.3077852,,
829,219735_s_at,0.0704,0.00107,-4.740228,-0.588157,-1.1030827,TFCP2L1,transcription factor CP2-like 1
830,237216_at,0.0706,0.00107,-4.737534,-0.591973,-1.6343618,,
831,229693_at,0.0706,0.00108,-4.734654,-0.596054,-1.4618876,TMEM220,transmembrane protein 220
832,229642_at,0.0706,0.00108,-4.734548,-0.596204,-0.9862757,ARHGEF7,Rho guanine nucleotide exchange factor 7
833,211696_x_at,0.0706,0.00108,-4.734462,-0.596326,-2.9912445,HBB,hemoglobin subunit beta
834,227565_at,0.0706,0.00108,4.734087,-0.596858,1.8482415,KLHL5,kelch like family member 5
835,202033_s_at,0.0706,0.00108,4.732106,-0.599666,1.1313432,RB1CC1,RB1 inducible coiled-coil 1
836,222444_at,0.0706,0.00108,4.732013,-0.599798,1.7923402,ARMCX3,"armadillo repeat containing, X-linked 3"
837,204018_x_at,0.0706,0.00108,-4.731335,-0.600759,-3.5621223,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
838,1555373_at,0.071,0.00109,4.72591,-0.608453,1.993443,,
839,241930_x_at,0.071,0.00109,-4.725307,-0.609309,-0.9215722,,
840,207667_s_at,0.0711,0.00109,-4.724279,-0.610767,-0.9253399,LOC100996792///MAP2K3,dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
841,213271_s_at,0.0712,0.0011,4.721733,-0.614379,1.1233874,DOPEY1,dopey family member 1
842,213452_at,0.0712,0.0011,4.720632,-0.615943,1.2688989,ZNF184,zinc finger protein 184
843,230419_at,0.0712,0.0011,-4.720041,-0.616781,-1.8354856,SOX9-AS1,SOX9 antisense RNA 1
844,213307_at,0.0712,0.0011,-4.71992,-0.616953,-2.4755379,SHANK2,SH3 and multiple ankyrin repeat domains 2
845,230518_at,0.0712,0.0011,4.718927,-0.618362,2.4794573,MPZL2,myelin protein zero like 2
846,232011_s_at,0.0712,0.00111,-4.716635,-0.621617,-1.127846,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha
847,203823_at,0.0712,0.00111,4.71648,-0.621837,1.2690786,RGS3,regulator of G-protein signaling 3
848,1559598_at,0.0712,0.00111,-4.716044,-0.622456,-0.8597861,,
849,218328_at,0.0712,0.00111,-4.71485,-0.624152,-1.0143327,COQ4,coenzyme Q4
850,240339_at,0.0717,0.00112,-4.708677,-0.632922,-1.095209,,
851,244722_at,0.0717,0.00112,4.708492,-0.633185,0.9364866,,
852,222853_at,0.0717,0.00112,4.707411,-0.634722,3.8702312,FLRT3,fibronectin leucine rich transmembrane protein 3
853,235621_at,0.0718,0.00112,-4.706002,-0.636725,-1.1276864,FAHD2A,fumarylacetoacetate hydrolase domain containing 2A
854,215855_s_at,0.0718,0.00112,-4.705006,-0.638141,-0.8133171,TMF1,TATA element modulatory factor 1
855,202677_at,0.0718,0.00113,4.704182,-0.639312,1.3168222,RASA1,RAS p21 protein activator 1
856,244632_at,0.0719,0.00113,-4.702903,-0.641132,-1.7585349,CNTN5,contactin 5
857,242699_at,0.0722,0.00113,-4.699103,-0.646537,-1.6939421,,
858,213334_x_at,0.0723,0.00114,-4.696039,-0.650897,-1.0504746,HAUS7,HAUS augmin like complex subunit 7
859,223202_s_at,0.0723,0.00114,-4.695666,-0.651427,-1.2878629,LOC101928589///TMEM164,uncharacterized LOC101928589///transmembrane protein 164
860,239978_at,0.0723,0.00114,-4.694779,-0.652689,-1.0460184,,
861,226644_at,0.0725,0.00115,-4.691903,-0.656785,-1.4840254,MIB2,mindbomb E3 ubiquitin protein ligase 2
862,242517_at,0.0726,0.00115,4.690063,-0.659403,2.7416364,KISS1R,KISS1 receptor
863,219310_at,0.0726,0.00115,-4.688963,-0.660971,-1.1511272,SYNDIG1,synapse differentiation inducing 1
864,210761_s_at,0.0726,0.00115,4.687877,-0.662517,0.9722171,GRB7,growth factor receptor bound protein 7
865,231106_at,0.0726,0.00115,-4.687788,-0.662645,-1.103458,BMS1P6,"BMS1, ribosome biogenesis factor pseudogene 6"
866,214175_x_at,0.0728,0.00116,4.685424,-0.666012,2.8201957,PDLIM4,PDZ and LIM domain 4
867,230290_at,0.0729,0.00116,-4.683885,-0.668205,-1.90887,SCUBE3,"signal peptide, CUB domain and EGF like domain containing 3"
868,208760_at,0.073,0.00116,4.682191,-0.670619,1.1529751,UBE2I,ubiquitin conjugating enzyme E2 I
869,202350_s_at,0.0731,0.00116,-4.679691,-0.674182,-2.6906343,LOC100506558///MATN2,uncharacterized LOC100506558///matrilin 2
870,218135_at,0.0732,0.00117,4.677317,-0.677568,1.0421769,ERGIC2,ERGIC and golgi 2
871,211828_s_at,0.0732,0.00117,4.677176,-0.677769,1.7921213,TNIK,TRAF2 and NCK interacting kinase
872,204635_at,0.0732,0.00117,-4.676807,-0.678294,-1.9051751,RPS6KA5,ribosomal protein S6 kinase A5
873,237884_x_at,0.0732,0.00117,-4.675373,-0.68034,-1.5128044,TRPM7,transient receptor potential cation channel subfamily M member 7
874,243088_at,0.0732,0.00117,-4.674697,-0.681304,-1.3138248,,
875,228822_s_at,0.0732,0.00118,4.673172,-0.683479,0.9487777,USP16,ubiquitin specific peptidase 16
876,200977_s_at,0.0732,0.00118,4.673048,-0.683657,1.0452797,TAX1BP1,Tax1 binding protein 1
877,223804_s_at,0.0733,0.00118,4.671224,-0.68626,0.9440062,THUMPD3,THUMP domain containing 3
878,239442_at,0.0735,0.00118,-4.668928,-0.689536,-1.3584081,CEP68,centrosomal protein 68
879,1557278_s_at,0.0738,0.00119,-4.664229,-0.696245,-0.991688,TNPO1,transportin 1
880,243736_at,0.0738,0.00119,-4.663105,-0.697849,-1.0439446,,
881,235032_at,0.0738,0.00119,4.663017,-0.697976,1.235626,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
882,242403_at,0.0739,0.00119,-4.661862,-0.699625,-1.8516437,,
883,1553693_s_at,0.074,0.0012,-4.660264,-0.701908,-1.8785814,CBR4,carbonyl reductase 4
884,235978_at,0.0741,0.0012,-4.658245,-0.704793,-1.1378332,FABP4,fatty acid binding protein 4
885,222369_at,0.0741,0.0012,-4.657382,-0.706026,-1.2553654,NAA40,"N(alpha)-acetyltransferase 40, NatD catalytic subunit"
886,1559410_at,0.0741,0.00121,-4.655665,-0.708479,-2.0855217,,
887,202268_s_at,0.0741,0.00121,4.655354,-0.708924,0.9393903,NAE1,NEDD8 activating enzyme E1 subunit 1
888,202637_s_at,0.0745,0.00121,4.650708,-0.715567,1.8460139,ICAM1,intercellular adhesion molecule 1
889,205913_at,0.0746,0.00122,-4.649731,-0.716964,-1.0042341,PLIN1,perilipin 1
890,216173_at,0.0746,0.00122,-4.649058,-0.717926,-1.4729633,,
891,211075_s_at,0.0748,0.00122,4.645958,-0.722362,0.9770579,CD47,CD47 molecule
892,227087_at,0.075,0.00123,4.643296,-0.72617,1.0631804,INPP4A,inositol polyphosphate-4-phosphatase type I A
893,1554749_s_at,0.075,0.00123,-4.642744,-0.72696,-0.895789,CLCNKB,chloride voltage-gated channel Kb
894,203136_at,0.0751,0.00123,-4.640481,-0.7302,-1.0826342,RABAC1,Rab acceptor 1
895,209458_x_at,0.0751,0.00123,-4.640058,-0.730805,-3.6188788,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
896,222827_s_at,0.0752,0.00124,-4.637937,-0.733842,-1.199091,KLHL41,kelch like family member 41
897,213598_at,0.0755,0.00124,4.635032,-0.738002,1.1214485,,
898,1558385_at,0.0755,0.00124,-4.634134,-0.739289,-1.1232663,,
899,209614_at,0.076,0.00125,-4.6287,-0.747076,-0.9393788,ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide"
900,1569527_at,0.0761,0.00125,-4.627013,-0.749495,-1.5025943,,
901,239258_at,0.0763,0.00126,-4.624209,-0.753515,-1.299015,,
902,238295_at,0.0763,0.00126,-4.622613,-0.755803,-1.4541831,TEFM,"transcription elongation factor, mitochondrial"
903,219090_at,0.0763,0.00126,-4.622124,-0.756505,-1.4036415,SLC24A3,solute carrier family 24 member 3
904,220687_at,0.0763,0.00126,-4.621715,-0.757092,-1.0534555,LOC101927550,uncharacterized LOC101927550
905,205109_s_at,0.0763,0.00127,-4.621122,-0.757942,-1.6013622,LOC101930241///ARHGEF4,rho guanine nucleotide exchange factor 4-like///Rho guanine nucleotide exchange factor 4
906,200791_s_at,0.0764,0.00127,4.619534,-0.76022,1.0722049,IQGAP1,IQ motif containing GTPase activating protein 1
907,1557240_a_at,0.0764,0.00127,-4.61844,-0.76179,-1.6803408,,
908,240666_at,0.0765,0.00127,-4.616509,-0.764561,-1.2422054,,
909,244015_at,0.0765,0.00127,-4.61632,-0.764833,-1.6773991,,
910,1560512_at,0.0768,0.00128,-4.612225,-0.770711,-1.0276809,,
911,201952_at,0.0769,0.00128,4.610839,-0.772702,1.0421147,ALCAM,activated leukocyte cell adhesion molecule
912,233369_at,0.077,0.00129,-4.60867,-0.775817,-2.1107493,,
913,220900_at,0.077,0.00129,-4.607833,-0.777019,-1.2298181,,
914,230776_at,0.077,0.00129,-4.607214,-0.777908,-1.9956114,RNF157-AS1,RNF157 antisense RNA 1
915,217165_x_at,0.077,0.00129,-4.60656,-0.778848,-2.058298,MT1F,metallothionein 1F
916,225266_at,0.0771,0.00129,-4.605073,-0.780985,-1.1489954,ZNF652,zinc finger protein 652
917,227094_at,0.0772,0.0013,-4.602704,-0.784389,-1.1183854,DHTKD1,dehydrogenase E1 and transketolase domain containing 1
918,201139_s_at,0.0772,0.0013,4.602456,-0.784746,1.6949223,SSB,Sjogren syndrome antigen B
919,209360_s_at,0.0781,0.00132,4.593329,-0.79787,2.2563384,LOC101928269///LOC100506403///RUNX1,uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
920,203980_at,0.0781,0.00132,-4.593109,-0.798188,-4.3304366,FABP4,fatty acid binding protein 4
921,239842_x_at,0.0785,0.00133,-4.587617,-0.806091,-1.639501,,
922,1566079_at,0.0785,0.00133,-4.587306,-0.806539,-1.5140789,RPS16P5,ribosomal protein S16 pseudogene 5
923,214295_at,0.0785,0.00133,-4.58699,-0.806994,-2.4978777,KIAA0485,uncharacterized LOC57235
924,1557737_s_at,0.0785,0.00133,-4.585671,-0.808893,-1.1781989,NKTR,natural killer cell triggering receptor
925,209989_at,0.0785,0.00133,4.585175,-0.809607,1.5389708,ZNF268,zinc finger protein 268
926,219648_at,0.0786,0.00133,4.583802,-0.811585,1.4329769,MREG,melanoregulin
927,235052_at,0.0786,0.00134,4.582998,-0.812742,0.8377122,ZNF792,zinc finger protein 792
928,213629_x_at,0.0786,0.00134,-4.582043,-0.814118,-2.3505134,MT1F,metallothionein 1F
929,230421_at,0.0787,0.00134,4.580359,-0.816543,1.1368073,ZNF879,zinc finger protein 879
930,213253_at,0.0788,0.00134,4.579193,-0.818224,1.1686743,SMC2,structural maintenance of chromosomes 2
931,223343_at,0.0791,0.00135,4.575123,-0.82409,1.4276126,MS4A7,membrane spanning 4-domains A7
932,233637_at,0.0792,0.00135,-4.574158,-0.82548,-1.2083252,DCAF8,DDB1 and CUL4 associated factor 8
933,214690_at,0.0793,0.00136,4.572291,-0.828172,1.1276343,TAF1B,"TATA-box binding protein associated factor, RNA polymerase I subunit B"
934,242439_s_at,0.0794,0.00136,-4.570417,-0.830874,-1.3529173,ASXL1,"additional sex combs like 1, transcriptional regulator"
935,1570566_at,0.0795,0.00136,-4.56856,-0.833554,-1.2298683,,
936,225730_s_at,0.0796,0.00137,4.566978,-0.835835,1.1092786,THUMPD3,THUMP domain containing 3
937,217952_x_at,0.0796,0.00137,4.56679,-0.836106,1.312421,PHF3,PHD finger protein 3
938,238116_at,0.0796,0.00137,-4.565355,-0.838177,-1.5622324,DYNLRB2,dynein light chain roadblock-type 2
939,224315_at,0.0796,0.00137,4.564341,-0.83964,0.866611,DDX20,DEAD-box helicase 20
940,235138_at,0.0796,0.00137,-4.563619,-0.840683,-2.2364126,,
941,216550_x_at,0.0796,0.00137,4.563554,-0.840776,2.3712974,ANKRD12,ankyrin repeat domain 12
942,204519_s_at,0.0796,0.00137,-4.562801,-0.841863,-1.1527713,PLLP,plasmolipin
943,219645_at,0.0798,0.00138,-4.560063,-0.845815,-1.6566744,CASQ1,calsequestrin 1
944,201115_at,0.0798,0.00138,-4.559642,-0.846424,-0.9724301,POLD2,"DAN polymerase delta 2, accessory subunit"
945,207616_s_at,0.0798,0.00138,4.558557,-0.84799,1.3523675,TANK,TRAF family member associated NFKB activator
946,200037_s_at,0.0799,0.00138,4.557676,-0.849261,0.8992088,CBX3,chromobox 3
947,204855_at,0.08,0.00139,-4.555748,-0.852046,-1.3496323,SERPINB5,serpin family B member 5
948,213044_at,0.08,0.00139,4.554483,-0.853874,1.1870607,ROCK1,Rho associated coiled-coil containing protein kinase 1
949,241865_at,0.08,0.00139,-4.554118,-0.8544,-1.2485337,,
950,202239_at,0.08,0.00139,4.553218,-0.855701,1.8407942,PARP4,poly(ADP-ribose) polymerase family member 4
951,221856_s_at,0.0801,0.0014,-4.552126,-0.857279,-0.942945,FAM63A,family with sequence similarity 63 member A
952,213133_s_at,0.0801,0.0014,-4.550776,-0.85923,-1.348973,LOC101060817///GCSH,"glycine cleavage system H protein, mitochondrial-like///glycine cleavage system protein H"
953,238412_at,0.0801,0.0014,-4.549591,-0.860943,-1.3727877,LOC101060405///RRN3P3,"putative RRN3-like protein RRN3P1///RRN3 homolog, RNA polymerase I transcription factor pseudogene 3"
954,238875_at,0.0801,0.0014,-4.54922,-0.861478,-2.165821,,
955,202467_s_at,0.0801,0.0014,4.549028,-0.861756,1.2566233,COPS2,COP9 signalosome subunit 2
956,205485_at,0.0802,0.00141,4.546642,-0.865205,2.373109,RYR1,ryanodine receptor 1
957,215691_x_at,0.0802,0.00141,-4.546411,-0.865538,-0.95091,HSPB11,heat shock protein family B (small) member 11
958,220380_at,0.0802,0.00141,-4.545694,-0.866575,-0.7829862,DNASE2B,deoxyribonuclease 2 beta
959,233587_s_at,0.0802,0.00141,4.545232,-0.867243,1.6679442,SIPA1L2,signal induced proliferation associated 1 like 2
960,222316_at,0.0802,0.00141,-4.544706,-0.868004,-1.7889966,,
961,223294_at,0.0803,0.00141,4.542546,-0.871128,1.0691052,PBDC1,polysaccharide biosynthesis domain containing 1
962,236379_at,0.0805,0.00142,-4.539495,-0.875542,-1.5110111,,
963,225686_at,0.0805,0.00142,4.539428,-0.875639,0.9381284,SKA2,spindle and kinetochore associated complex subunit 2
964,243469_at,0.0806,0.00143,-4.537163,-0.878915,-1.1342118,,
965,223267_at,0.0806,0.00143,4.537134,-0.878958,0.8641329,TRMT10C,"tRNA methyltransferase 10C, mitochondrial RNase P subunit"
966,241776_at,0.0807,0.00143,4.535254,-0.881678,0.8569814,,
967,229858_at,0.0807,0.00143,-4.534718,-0.882454,-1.5640925,,
968,209815_at,0.0809,0.00144,-4.531105,-0.887686,-1.0814604,PTCH1,patched 1
969,236065_at,0.0809,0.00144,4.530613,-0.888397,4.2840252,,
970,1552867_at,0.0809,0.00144,-4.52939,-0.890168,-2.0729118,,
971,202071_at,0.0809,0.00144,4.528179,-0.891923,1.7301238,SDC4,syndecan 4
972,238449_at,0.0809,0.00144,-4.527972,-0.892223,-1.080237,SMG1P5,"SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5"
973,238933_at,0.0809,0.00145,-4.527134,-0.893437,-2.011042,IRS1,insulin receptor substrate 1
974,224378_x_at,0.0809,0.00145,-4.527108,-0.893474,-1.3271196,MAP1LC3A,microtubule associated protein 1 light chain 3 alpha
975,214307_at,0.0809,0.00145,-4.526998,-0.893634,-2.7191003,HGD,"homogentisate 1,2-dioxygenase"
976,201083_s_at,0.0809,0.00145,4.525855,-0.89529,1.2481056,BCLAF1,BCL2 associated transcription factor 1
977,240015_at,0.0809,0.00145,-4.525754,-0.895436,-1.2434961,PRKCQ-AS1,PRKCQ antisense RNA 1
978,1557709_at,0.0809,0.00145,-4.525182,-0.896264,-1.016728,,
979,222896_at,0.0811,0.00146,-4.522514,-0.900131,-0.8696433,TMEM38A,transmembrane protein 38A
980,217728_at,0.0811,0.00146,4.521815,-0.901144,0.8706107,S100A6,S100 calcium binding protein A6
981,225689_at,0.0811,0.00146,-4.520472,-0.903091,-0.9824115,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
982,215231_at,0.0811,0.00146,-4.520306,-0.903332,-1.139309,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2
983,1569706_at,0.0811,0.00146,-4.519206,-0.904927,-1.4049391,MYSM1,"Myb like, SWIRM and MPN domains 1"
984,211699_x_at,0.0811,0.00146,-4.518996,-0.905231,-3.5445865,HBA2///HBA1,hemoglobin subunit alpha 2///hemoglobin subunit alpha 1
985,242110_at,0.0811,0.00146,-4.518561,-0.905861,-2.0935642,,
986,229313_at,0.0811,0.00147,-4.518085,-0.906552,-1.1454477,ANO5,anoctamin 5
987,243275_at,0.0812,0.00147,-4.516476,-0.908885,-1.9716364,,
988,225728_at,0.0816,0.00148,-4.512006,-0.915369,-2.0924094,SORBS2,sorbin and SH3 domain containing 2
989,238205_at,0.0817,0.00148,4.510305,-0.917837,1.2220054,DCAF12L1,DDB1 and CUL4 associated factor 12 like 1
990,200660_at,0.082,0.00149,4.507523,-0.921875,0.9305465,S100A11,S100 calcium binding protein A11
991,1566897_at,0.082,0.00149,-4.5065,-0.92336,-1.038925,SPPL3,signal peptide peptidase like 3
992,226875_at,0.0823,0.0015,4.503451,-0.927788,1.7126673,DOCK11,dedicator of cytokinesis 11
993,242274_x_at,0.0823,0.0015,-4.502794,-0.928741,-1.9752345,SLC25A42,solute carrier family 25 member 42
994,226614_s_at,0.0827,0.00151,-4.498201,-0.935413,-3.5060062,FAM167A,family with sequence similarity 167 member A
995,228357_at,0.0827,0.00151,-4.498169,-0.93546,-1.0688121,UNK,unkempt family zinc finger
996,208663_s_at,0.0828,0.00151,4.496284,-0.9382,1.3600485,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
997,242688_at,0.0828,0.00151,-4.495594,-0.939201,-1.9873918,,
998,213235_at,0.083,0.00152,4.492945,-0.943052,0.8272796,KNOP1,lysine rich nucleolar protein 1
999,215786_at,0.083,0.00152,-4.4925,-0.943699,-1.5553192,,
1000,204849_at,0.0831,0.00152,-4.491406,-0.94529,-0.8849087,TCFL5,transcription factor like 5
1001,226318_at,0.0833,0.00153,-4.488727,-0.949186,-1.1361341,TBRG1,transforming growth factor beta regulator 1
1002,226207_at,0.0833,0.00153,-4.488291,-0.94982,-1.6702284,RILPL1,Rab interacting lysosomal protein like 1
1003,204745_x_at,0.0833,0.00153,-4.486931,-0.951798,-2.4173525,MT1G,metallothionein 1G
1004,218844_at,0.0833,0.00153,-4.486212,-0.952843,-1.7598046,ACSF2,acyl-CoA synthetase family member 2
1005,243993_at,0.0833,0.00153,-4.485797,-0.953448,-1.4882637,,
1006,222127_s_at,0.0833,0.00154,4.485156,-0.95438,0.9127699,EXOC1,exocyst complex component 1
1007,227441_s_at,0.0834,0.00154,-4.483915,-0.956185,-1.6439393,ANKS1B,ankyrin repeat and sterile alpha motif domain containing 1B
1008,206420_at,0.0834,0.00154,4.483108,-0.957359,1.9577237,IGSF6,immunoglobulin superfamily member 6
1009,240216_at,0.0834,0.00154,-4.481868,-0.959164,-0.925845,,
1010,1562433_at,0.0835,0.00155,-4.480619,-0.960983,-1.761756,LINC01181,long intergenic non-protein coding RNA 1181
1011,201899_s_at,0.0838,0.00155,4.477391,-0.965682,0.9619382,UBE2A,ubiquitin conjugating enzyme E2 A
1012,1569540_at,0.0838,0.00155,-4.477283,-0.965839,-2.4655532,,
1013,222607_s_at,0.0838,0.00156,4.476428,-0.967084,1.0115178,DIS3,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
1014,214130_s_at,0.0839,0.00156,4.473437,-0.97144,1.9507088,LOC101930416///LOC101929792///LOC100996724///PDE4DIP,myomegalin-like///uncharacterized LOC101929792///phosphodiesterase 4D interacting protein-like///phosphodiesterase 4D interacting protein
1015,1559762_at,0.0839,0.00156,-4.472832,-0.972321,-1.4179447,,
1016,204780_s_at,0.0839,0.00157,4.472087,-0.973407,2.6108855,FAS,Fas cell surface death receptor
1017,239619_at,0.0839,0.00157,-4.471266,-0.974603,-0.9092401,,
1018,210262_at,0.0839,0.00157,-4.470966,-0.975041,-1.4636077,CRISP2,cysteine rich secretory protein 2
1019,213839_at,0.0839,0.00157,-4.470919,-0.975108,-2.2434835,CLMN,calmin
1020,200884_at,0.0843,0.00158,-4.467494,-0.980099,-2.0402456,CKB,creatine kinase B
1021,228908_s_at,0.0843,0.00158,-4.466116,-0.982107,-1.2694582,LOC642852,uncharacterized LOC642852
1022,238714_at,0.0843,0.00158,-4.465833,-0.98252,-0.9513157,,
1023,226341_at,0.0843,0.00158,4.46493,-0.983838,1.172826,OTUD6B-AS1,OTUD6B antisense RNA 1 (head to head)
1024,203284_s_at,0.0843,0.00158,4.464638,-0.984262,0.9868937,HS2ST1,heparan sulfate 2-O-sulfotransferase 1
1025,239415_at,0.0843,0.00158,4.463912,-0.985321,1.2786727,MAP9,microtubule associated protein 9
1026,206157_at,0.0844,0.00159,-4.462661,-0.987145,-1.8354297,PTX3,pentraxin 3
1027,235493_at,0.0845,0.00159,-4.460641,-0.990091,-1.9765742,,
1028,211478_s_at,0.0846,0.00159,4.458967,-0.992533,4.0116015,DPP4,dipeptidyl peptidase 4
1029,208066_s_at,0.0853,0.00161,4.452557,-1.001888,0.8934977,GTF2B,general transcription factor IIB
1030,1560395_at,0.0853,0.00161,-4.452286,-1.002283,-2.4777523,,
1031,1558706_a_at,0.0853,0.00161,-4.451833,-1.002943,-1.0356623,ATOH8,atonal bHLH transcription factor 8
1032,244645_at,0.0853,0.00161,-4.45076,-1.004511,-1.3165619,,
1033,242384_at,0.0856,0.00162,-4.448127,-1.008354,-1.5079672,,
1034,208661_s_at,0.0856,0.00162,4.44691,-1.010133,1.415308,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
1035,227801_at,0.086,0.00163,4.44306,-1.015756,1.4499328,TRIM59,tripartite motif containing 59
1036,208042_at,0.0861,0.00163,4.441919,-1.017424,1.2030891,AGGF1,angiogenic factor with G-patch and FHA domains 1
1037,1562238_at,0.0862,0.00164,-4.440666,-1.019255,-1.0380012,USPL1,ubiquitin specific peptidase like 1
1038,238257_at,0.0867,0.00165,-4.435785,-1.02639,-1.7894723,,
1039,216347_s_at,0.0867,0.00165,-4.434825,-1.027794,-1.2448903,PPP1R13B,protein phosphatase 1 regulatory subunit 13B
1040,226433_at,0.0867,0.00165,-4.434523,-1.028235,-1.4866253,RNF157,ring finger protein 157
1041,223220_s_at,0.0867,0.00166,4.433095,-1.030324,1.6986203,PARP9,poly(ADP-ribose) polymerase family member 9
1042,201027_s_at,0.0867,0.00166,4.432612,-1.031031,1.0886017,EIF5B,eukaryotic translation initiation factor 5B
1043,239512_at,0.0867,0.00166,-4.432185,-1.031655,-1.4360997,SRSF4,serine and arginine rich splicing factor 4
1044,205117_at,0.0868,0.00166,4.430339,-1.034355,1.1508276,FGF1,fibroblast growth factor 1
1045,240798_at,0.0868,0.00166,-4.42987,-1.035042,-1.9047141,,
1046,237632_at,0.087,0.00167,-4.427744,-1.038153,-1.7678433,,
1047,209395_at,0.0874,0.00168,4.42402,-1.043603,5.7038356,CHI3L1,chitinase 3 like 1
1048,226559_at,0.0875,0.00168,4.422296,-1.046127,1.9192161,IER5L,immediate early response 5 like
1049,226344_at,0.088,0.00169,4.418171,-1.052169,1.1835695,ZMAT1,zinc finger matrin-type 1
1050,239561_at,0.0882,0.0017,-4.415787,-1.05566,-1.6415393,,
1051,242063_s_at,0.0882,0.0017,4.41484,-1.057048,1.0349972,,
1052,241845_at,0.0882,0.0017,-4.414757,-1.057169,-1.1946916,,
1053,208498_s_at,0.0882,0.0017,-4.413613,-1.058847,-3.5701247,ACTG1P4///AMY2B///AMY2A///AMY1C///AMY1B///AMY1A,"actin gamma 1 pseudogene 4///amylase, alpha 2B (pancreatic)///amylase, alpha 2A (pancreatic)///amylase, alpha 1C (salivary)///amylase, alpha 1B (salivary)///amylase, alpha 1A (salivary)"
1054,226808_at,0.0882,0.00171,-4.412587,-1.060349,-1.4500353,ZNF862,zinc finger protein 862
1055,213103_at,0.0882,0.00171,-4.412192,-1.060929,-1.3413684,STARD13,StAR related lipid transfer domain containing 13
1056,223454_at,0.0883,0.00171,4.410873,-1.062862,1.0938121,CXCL16,C-X-C motif chemokine ligand 16
1057,218505_at,0.0884,0.00171,-4.40942,-1.064992,-0.7480374,WDR59,WD repeat domain 59
1058,212730_at,0.0887,0.00172,-4.406717,-1.068956,-1.8417593,SYNM,synemin
1059,239071_at,0.0893,0.00173,-4.401163,-1.077103,-1.4604645,RBBP4,"RB binding protein 4, chromatin remodeling factor"
1060,202761_s_at,0.0896,0.00174,-4.398173,-1.081491,-1.295193,SYNE2,spectrin repeat containing nuclear envelope protein 2
1061,210028_s_at,0.0898,0.00175,4.395695,-1.085128,0.9367848,ORC3,origin recognition complex subunit 3
1062,235766_x_at,0.0898,0.00175,4.395254,-1.085775,2.2394454,RAB27A,"RAB27A, member RAS oncogene family"
1063,213264_at,0.09,0.00175,-4.393379,-1.088529,-1.0035858,PCBP2,poly(rC) binding protein 2
1064,233228_at,0.0902,0.00176,-4.390446,-1.092836,-1.5917306,,
1065,210370_s_at,0.0902,0.00176,-4.39038,-1.092932,-0.9781556,LY9,lymphocyte antigen 9
1066,238996_x_at,0.0904,0.00177,-4.388456,-1.095759,-0.7931276,ALDOA,"aldolase, fructose-bisphosphate A"
1067,211596_s_at,0.0906,0.00177,-4.386188,-1.099091,-2.0298412,LRIG1,leucine rich repeats and immunoglobulin like domains 1
1068,216963_s_at,0.0906,0.00177,4.385582,-1.099981,0.8943976,GAP43,growth associated protein 43
1069,239132_at,0.0909,0.00178,-4.382938,-1.103867,-0.930722,NOS1,nitric oxide synthase 1
1070,224826_at,0.091,0.00178,4.381583,-1.10586,1.0795085,GPCPD1,glycerophosphocholine phosphodiesterase 1
1071,212150_at,0.091,0.00179,4.380607,-1.107295,1.0350493,EFR3A,EFR3 homolog A
1072,242715_at,0.091,0.00179,-4.379878,-1.108366,-1.7062302,ZNF536,zinc finger protein 536
1073,227208_at,0.091,0.00179,-4.37882,-1.109922,-0.9195101,CCDC84,coiled-coil domain containing 84
1074,209798_at,0.091,0.00179,4.37871,-1.110083,0.9623243,NPAT,"nuclear protein, coactivator of histone transcription"
1075,231965_at,0.091,0.00179,-4.377671,-1.111612,-0.8393768,PCED1A,PC-esterase domain containing 1A
1076,212896_at,0.091,0.00179,4.377426,-1.111972,0.9005101,SKIV2L2,Ski2 like RNA helicase 2
1077,1565690_at,0.0912,0.0018,-4.375053,-1.115463,-1.1852284,,
1078,228269_x_at,0.0914,0.00181,-4.373192,-1.118201,-2.5571067,KCNIP3,potassium voltage-gated channel interacting protein 3
1079,201070_x_at,0.0916,0.00181,4.370894,-1.121582,1.1869342,SF3B1,splicing factor 3b subunit 1
1080,221270_s_at,0.0916,0.00181,-4.36982,-1.123163,-1.020145,QTRT1,queuine tRNA-ribosyltransferase catalytic subunit 1
1081,227560_at,0.0916,0.00181,-4.369618,-1.123461,-0.9580823,SFXN2,sideroflexin 2
